person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
28,74000,13,7800,10.99,0,0.11,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
29,54000,5,10000,13.49,1,0.19,9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
32,74000,5,15000,11.11,0,0.2,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
30,74000,13,10500,10.74,0,0.14,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,60000,8,10000,8.9,0,0.17,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
33,74000,2,20500,6.54,0,0.28,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
29,74000,8,25000,11.49,0,0.34,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
29,74000,0,9000,7.51,0,0.12,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
32,68000,6,1000,14.72,1,0.01,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
28,74000,6,18000,10.75,0,0.24,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
29,54000,12,10000,11.71,1,0.19,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
32,74000,3,5000,10.62,0,0.07,10,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
30,74000,14,14000,13.92,0,0.19,10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
30,60000,4,10000,6.03,0,0.17,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
32,60000,0,10000,12.42,0,0.17,9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
32,74000,0,1800,8.94,0,0.02,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
30,60000,2,10000,7.49,0,0.17,7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
28,54000,2,10000,16.49,1,0.19,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35,74000,9,8200,8,0,0.11,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
28,74000,12,5450,12.67,0,0.07,6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34,74004,6,7200,6.62,0,0.1,7,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
35,60000,7,10000,11.11,0,0.17,9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
29,74004,2,10000,11.86,0,0.14,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
29,74004,13,13000,11.26,0,0.18,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
28,54000,11,10000,16.02,1,0.19,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,60000,5,10000,5.79,0,0.17,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
34,60000,1,10000,9.62,0,0.17,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
28,60000,4,10000,6.54,0,0.17,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
34,74256,1,11000,9.25,0,0.15,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
32,74346,16,7000,7.9,0,0.09,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
29,74360,7,8725,5.99,0,0.12,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
29,60000,5,10000,7.88,0,0.17,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
27,54000,4,10000,15.95,1,0.19,9,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,74400,11,13000,7.88,0,0.17,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
27,68400,8,8000,14.26,1,0.12,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32,60000,4,10000,7.51,0,0.17,9,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
29,54000,0,10000,14.96,1,0.19,9,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
28,74600,12,9500,10.78,0,0.13,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
31,74628,12,15000,12.99,0,0.2,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34,74700,10,14000,9.91,0,0.19,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
29,60000,4,10000,8.59,0,0.17,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28,74778,13,6000,13.98,0,0.08,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
34,60000,14,10000,13.57,0,0.17,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
27,74800,1,21000,10.59,0,0.28,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
27,60000,1,10000,13.22,0,0.17,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
28,68900,1,18000,17.39,1,0.26,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
28,75000,11,12000,12.69,0,0.16,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
29,60000,11,10000,11.97,0,0.17,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
27,60132,11,10000,10.62,0,0.17,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
29,75000,1,18000,12.42,0,0.24,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
33,60626,3,10000,10.74,0,0.16,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
30,75000,14,10000,14.27,0,0.13,6,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
29,61000,12,10000,16.07,0,0.16,9,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
28,75000,3,15000,8.9,0,0.2,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
27,43200,9,4000,13.48,0,0.09,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
34,44000,2,4000,10.36,0,0.09,9,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
33,75000,4,6000,7.9,0,0.08,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
32,75000,12,12000,10.65,0,0.16,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
27,75000,0,7500,8.9,0,0.1,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
29,75000,5,6000,12.69,0,0.08,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
28,75000,5,16800,6.03,0,0.22,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
35,75000,5,4000,14.27,0,0.05,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27,75000,6,3500,6.03,0,0.05,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
29,39000,0,4000,15.99,1,0.1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
28,75000,2,15000,14.65,0,0.2,7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
32,75000,14,5600,15.96,0,0.07,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
31,45000,0,4000,13.43,0,0.09,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
30,75000,3,18750,7.9,0,0.25,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
31,75000,8,16500,16.77,0,0.22,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
30,45200,0,4000,10.59,0,0.09,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
29,45204,8,4000,11.48,0,0.09,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
35,75000,2,20000,13.49,0,0.27,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
32,75000,8,14000,6.03,0,0.19,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
27,45468,2,4000,13.99,0,0.09,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
33,75000,6,6000,7.51,0,0.08,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
32,75000,4,12000,11.71,0,0.16,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
31,62004,1,10000,12.84,0,0.16,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
34,75000,3,3000,7.9,0,0.04,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
31,69000,15,4050,7.51,1,0.06,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35,69000,2,25500,17.27,1,0.37,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
29,63000,13,10000,7.49,0,0.16,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
29,63000,5,10000,15.33,0,0.16,9,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
33,75000,13,25000,10.65,0,0.33,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
27,64000,0,10000,15.27,0,0.16,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
32,64000,1,10000,12.69,0,0.16,10,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
29,75000,2,8000,12.99,0,0.11,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
29,75000,8,4200,5.42,0,0.06,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
30,64000,4,10000,11.99,0,0.16,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
28,64000,1,10000,11.66,0,0.16,8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
28,64125,2,10000,10.65,0,0.16,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
29,75000,6,8000,5.42,0,0.11,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
31,75000,6,3000,8.49,0,0.04,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
29,64500,5,10000,8.94,0,0.16,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
32,75000,6,5000,11.49,0,0.07,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
28,64600,3,10000,13.48,0,0.15,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
33,75000,6,10000,10.99,0,0.13,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32,75000,5,16000,13.49,0,0.21,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
31,64900,2,10000,7.66,0,0.15,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
35,59000,5,10000,13.49,1,0.17,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
30,65000,3,10000,14.27,0,0.15,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
29,75000,4,5000,15.62,0,0.07,10,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
33,65000,4,10000,11.99,0,0.15,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
27,75000,11,16000,16.89,0,0.21,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
29,75000,9,8000,11.99,0,0.11,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
31,75000,5,2500,12.99,0,0.03,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
30,65000,3,10000,12.73,0,0.15,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
27,58650,11,4000,5.42,1,0.06,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
28,65000,12,10000,14.96,0,0.15,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
28,65004,12,10000,7.88,0,0.15,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
27,66000,6,10000,7.9,0,0.15,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
35,75000,9,10000,7.29,0,0.13,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29,66000,4,10000,7.9,0,0.15,6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
28,66000,9,10000,7.9,0,0.15,9,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
32,66000,4,10000,11.71,0,0.15,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
33,66500,13,10000,10.95,0,0.15,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
35,75000,1,9000,5.79,0,0.12,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,75000,2,12000,7.29,0,0.16,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29,75000,3,16950,10.37,0,0.23,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
35,67500,3,10000,10.65,0,0.15,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,58650,5,20000,14.91,1,0.29,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
29,68000,2,10000,14.27,0,0.15,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
32,62000,8,10000,17.27,1,0.16,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
29,68000,1,10000,10.65,0,0.15,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
34,75000,0,20000,13.06,0,0.27,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
34,75000,6,8000,5.42,0,0.11,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
30,68000,7,10000,10.75,0,0.15,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
34,75000,14,10000,11.11,0,0.13,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
29,68500,4,10000,12.53,0,0.15,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
30,68580,3,10000,7.88,0,0.15,10,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
29,75000,11,10000,5.42,0,0.13,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
34,69204,4,10000,12.18,0,0.14,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
30,75000,0,15000,12.98,0,0.2,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
33,75000,6,12000,5.42,0,0.16,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
27,70000,11,10000,10.65,0,0.14,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,69000,9,15000,6.54,1,0.22,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
33,75000,5,17000,6.54,0,0.23,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
35,70000,1,10000,13.98,0,0.14,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
27,75000,6,10000,5.79,0,0.13,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
32,75000,16,5000,12.61,0,0.07,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
35,70000,4,10000,16.45,0,0.14,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
28,70000,2,10000,13.48,0,0.14,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
28,75000,12,16000,6.17,0,0.21,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
27,70000,2,10000,10.99,0,0.14,6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
35,70360,8,10000,6.62,0,0.14,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
30,75000,0,10000,7.88,0,0.13,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
30,75000,12,8000,7.14,0,0.11,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
32,75000,3,10000,10.38,0,0.13,10,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
29,75000,3,4000,10.75,0,0.05,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
27,71020,1,10000,12.53,0,0.14,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
33,75000,2,10000,7.88,0,0.13,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
30,75000,11,15000,7.88,0,0.2,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
29,58650,5,3000,17.19,1,0.04,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
29,71500,2,10000,13.57,0,0.14,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
29,75000,3,12000,7.51,0,0.16,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
31,75000,3,12000,10.38,0,0.16,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
30,75000,2,21000,14.35,0,0.28,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
30,66000,5,10000,14.83,1,0.15,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
30,72000,1,10000,9.99,0,0.14,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
34,72000,2,10000,7.51,0,0.14,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
27,75000,3,4000,11.49,0,0.05,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
34,75000,6,6000,7.51,0,0.08,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28,66000,12,10000,15.7,1,0.15,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27,75000,3,25000,13.85,0,0.33,10,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
29,75000,11,4200,10.99,0,0.06,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
28,69000,5,25000,19.41,1,0.36,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,73000,0,10000,11.11,0,0.14,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
32,73000,4,10000,8.59,0,0.14,8,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32,75000,10,20000,16.45,0,0.27,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
28,75000,9,9600,10.62,0,0.13,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
28,74000,12,10000,11.71,0,0.14,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
33,74520,4,10000,16.89,0,0.13,10,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
27,75000,4,20150,11.36,0,0.27,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
28,75000,6,10000,7.9,0,0.13,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
35,75000,2,25000,10.99,0,0.33,7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
27,75000,5,8500,17.19,0,0.11,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
29,75000,4,14400,13.92,0,0.19,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32,75000,10,22000,13.92,0,0.29,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
32,75000,3,10000,7.29,0,0.13,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
32,75000,2,2000,15.65,0,0.03,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
30,75000,2,10000,7.29,0,0.13,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
27,75000,9,10000,9.63,0,0.13,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
34,75000,2,10000,10,0,0.13,8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
34,58650,7,12000,20.17,1,0.17,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
32,75000,5,15000,13.57,0,0.2,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
31,75000,8,15600,11.83,0,0.21,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
30,75000,4,15000,11.48,0,0.2,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
28,75000,2,20000,12.18,0,0.27,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,75000,3,6000,11.48,0,0.08,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
27,75000,1,18000,13.57,0,0.24,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
31,75000,1,10000,13.47,0,0.13,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
29,75000,9,10000,11.48,0,0.13,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
28,77250,1,10000,9.2,0,0.13,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
31,60775,4,10000,16.49,1,0.14,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31,75000,3,8000,18.21,0,0.11,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
29,75000,1,12000,9.63,0,0.16,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
32,75000,0,10000,11.89,0,0.13,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
31,78504,2,10000,11.41,0,0.13,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
35,79000,7,10000,7.51,0,0.13,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
33,75000,13,4000,14.11,0,0.05,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
28,75000,5,10000,12.21,0,0.13,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
28,79200,6,10000,7.66,0,0.13,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
29,80000,3,10000,17.27,0,0.13,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
34,80000,6,10000,9.91,0,0.13,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
28,75000,4,7200,15.05,0,0.1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
31,75000,0,20000,14.74,0,0.27,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
27,75000,11,6000,13.47,0,0.08,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
27,75000,0,4200,9.32,0,0.06,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
27,75000,2,8000,10.95,0,0.11,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
33,75000,3,15000,12.21,0,0.2,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
34,75000,7,6500,9.38,0,0.09,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,80000,3,10000,7.66,0,0.13,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
27,75000,1,3900,10.51,0,0.05,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
27,58650,5,7500,15.07,1,0.11,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
28,75000,12,15250,11.34,0,0.2,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
33,75000,17,6000,7.68,0,0.08,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
29,75000,0,3000,9.45,0,0.04,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
30,69000,0,14000,10.14,1,0.2,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
31,80000,0,10000,8.59,0,0.13,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
27,75000,11,21000,15.2,0,0.28,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
27,75000,0,7500,8.38,0,0.1,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
29,69000,2,25000,12.8,1,0.36,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27,80004,11,10000,15.2,0,0.12,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35,75000,5,5000,8.7,0,0.07,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
35,80004,5,10000,7.51,0,0.12,10,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
30,81004,3,10000,6.91,0,0.12,9,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
27,75288,12,18050,10,0,0.24,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
32,75333,1,15000,11.58,0,0.2,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
27,75400,3,6000,7.74,0,0.08,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
